id,facebook_id,page_name,page_type
5367,319240161607053,내 친구의 집은 어디인가,tvshow
5368,160728504024462,Jefferson Parish Sheriff's Office,government
5369,123900591027437,Ellen Trane Nørby,politician
5370,531744750189968,"India in Lao PDR (Embassy of India, Vientiane)",government
5371,102265469877649,The Voice - Norges beste stemme,tvshow
5372,212309758786963,NYS Film,government
5373,212015172173206,U.S. Army Office of Small Business Programs,government
5374,1704295283122073,Coca-Cola FEMSA Brasil,company
5375,268504409849240,Guy Code,tvshow
5376,776031149178265,Hauke Hilz,politician
5377,123608251805,Marcus Weinberg,politician
5378,103397276401054,Catelli,company
5379,151372664878320,U.S. Mission to the OSCE,government
5380,167550426627491,Nutella,company
5381,207586226027943,Pinkberry Middle East,company
5382,138427049524649,EPA Safer Choice,government
5383,1500333460241837,Estonian Embassy in Vilnius,government
5384,1413170245615024,Younger,tvshow
5385,118856931491249,Trident,company
5386,1402901329982707,Eric Massin,politician
5387,644888808972190,Peace Corps Macedonia,government
5388,122974491131318,NSW SES Clarence Nambucca Region,government
5389,230907040316856,Comic Book Men,tvshow
5390,309962672389562,AmeriCorps,government
5391,601731366534592,Artur Bisneto,politician
5392,100742656638401,DU HARD OU DU COCHON,tvshow
5393,274848805895621,Keskkonnaministeerium,government
5394,141864529247686,DAS! im NDR Fernsehen,tvshow
5395,73566404041,NH Chronicle,tvshow
5396,134278719946186,Bayer,company
5397,156052847738320,Spectrum Business,company
5398,519024461482574,NASA History,government
5399,169787163229656,VINCI Construction France,company
5400,67622813148,Pulte Homes,company
5401,593164850773470,JustFab,company
5402,1456389704662495,James Maloney,politician
5403,146321062051296,100th Missile Defense Brigade,government
5404,328966680624614,Ulla Sandbæk,politician
5405,174451932610023,Club Med,company
5406,522798601092584,Sean Saves the World,tvshow
5407,182792818408938,CMT Crossroads,tvshow
5408,108268569247213,Ekin Deligöz,politician
5409,1699286923654397,John Evans for Iowa,politician
5410,130405304915,Starburst,company
5411,142015675842040,Citi Careers,company
5412,139360946175485,Pensión 65,government
5413,185965511458310,ESET,company
5414,137061946310152,VisitSweden,company
5415,144908235521547,Day Off,tvshow
5416,1391121734481154,David Mackintosh,politician
5417,301618746637840,Bitel,company
5418,1594425284181521,FEUD: Bette and Joan,tvshow
5419,152727621416195,EngageSciences,company
5420,132128000130581,L'OCCITANE en Provence,company
5421,569171623099926,Der Bachelor,tvshow
5422,119872241175,Yoplait,company
5423,10549476897,BLUE TOMATO,company
5424,231988623523365,The North Face,company
5425,122770477891114,Chris Said,politician
5426,47373762091,Josef Pühringer,politician
5427,167156993310252,"Indonesian Embassy - Washington, DC",government
5428,170630366314029,Screen Australia,government
5429,1567786246815282,Brad Cromes,politician
5430,131694680334259,Sorin Moldovan,politician
5431,676737129004596,Embassy of the Netherlands in the Dominican Republic and Haiti,government
5432,313989217852,U.S. Army Center of Military History,government
5433,700783826711818,Mississippi Army National Guard Recruiting & Retention Battalion,government
5434,1377544669183562,Pat Deering,politician
5435,111595725536843,Activia,company
5436,20487968781,Jo Swinson,politician
5437,201224253226575,City of Boroondara,government
5438,556025644465744,SHARK Energy,company
5439,93711056469,Kai Gehring,politician
5440,589347414425174,Міністерство освіти і науки України,government
5441,266384826777178,Go'kväll,tvshow
5442,198503963508317,Komisi Yudisial RI,government
5443,610960288923231,European Union Kosovo,government
5444,294291737296480,Austin Petersen,politician
5445,129720580440732,Andaz,company
5446,386634201382499,Marco Enriquez-Ominami,politician
5447,327848574074469,Bim,company
5448,889307941125736,Hillary Clinton,politician
5449,107465155952235,Matilde Vicenzi,company
5450,165436931696,"Crazyhorse Troop, 1st Squadron, 3d Cavalry Regiment",government
5451,204902959720,USAJOBS,government
5452,137522658932,Kimberly-Clark Global Careers,company
5453,144153092308598,Lance Snacks,company
5454,191839574244984,Mahindra Chile,company
5455,396626607095420,Magda Mofatto,politician
5456,112559295446656,Northern Territory - Australia's Outback,company
5457,1494318817479275,Soko Stuttgart,tvshow
5458,381950967432,Defense Logistics Agency (DLA),government
5459,179037702276338,Abby's Studio Rescue,tvshow
5460,173912362663564,I vote NZ,government
5461,203308083134096,NSW SES Narrabri Unit,government
5462,131544523554450,Jaguar,company
5463,340093714072,CBS Evening News with Jeff Glor,tvshow
5464,113305808723908,Israel in the Philippines,government
5465,118302258183835,Port of Portland,government
5466,1596314440646303,Fernando Reina Iglesias,politician
5467,171145959587489,McDonald's,company
5468,164062240456361,Svatopluk Němeček,politician
5469,348738721824427,NOAA National Centers for Environmental Information - Climate,government
5470,100680586968749,Filomena Tassi,politician
5471,197876463713968,Giorgi Margvelashvili,politician
5472,712350838832818,Dr. Thawarchand Gehlot,politician
5473,127827007323828,Matt Jeneroux,politician
5474,465668450238134,"India at UNESCO (Permanent Delegation of India to UNESCO, Paris)",government
5475,189504774422199,João Arruda - Deputado Federal,politician
5476,555019111251643,Centro de Promoción del Consulado Argentino en Miami,government
5477,1394323554123454,Lisa Neville MP,politician
5478,457624287622433,US National Weather Service Albuquerque Center Weather Service Unit,government
5479,656300844400331,"Dr. Ute Eiling-Hütig, MdL",politician
5480,158693867212,Iñigo Urkullu,politician
5481,171631669624527,Bayer Jovens,company
5482,38669663952,Nina Grewal,politician
5483,102604983123665,Kelsey Nixon,tvshow
5484,121315061350098,Suomen pysyvä edustusto YK:ssa / Permanent Mission of Finland to the UN,government
5485,901327179955923,איילת נחמיאס ורבין - Ayelet Nahmias Verbin,politician
5486,72805269206,Rainforest Cafe,company
5487,169229066452695,"Royal Warrior Battalion, Army ROTC",government
5488,141472172555994,Sole Martinez,politician
5489,1440221842967162,Siân Gwenllian AC/AM,politician
5490,111916564193,Sears Canada,company
5491,208748882509544,flydubai,company
5492,449589455074599,Lenovo Ecuador,company
5493,1538250906418926,Los Gipsy Kings,tvshow
5494,405241262873140,MTN Bénin,company
5495,286668535080,The NOAA Hurricane Hunters,government
5496,127027683999474,Ministère des Armées,government
5497,125437630824587,Yes Hotels,company
5498,1445462329016059,Adam Laxalt,politician
5499,101560237820,Wonderful Pistachios,company
5500,124599484158,Digicel,company
5501,10400775935,Earl Dreeshen,politician
5502,470005849734912,Korean Air,company
5503,676649559015171,Christoph Strässer,politician
5504,179475262226184,Peter Kyle MP,politician
5505,114732861964047,Relações com Investidores                               Itaú Unibanco,company
5506,433233507008273,Hanno Bachmann,politician
5507,290513634410258,Visit Holland,company
5508,166134623911702,NYPD 67th Precinct,government
5509,741275155906327,Mary Ann Lisanti,politician
5510,110425642319640,U.S. Embassy in Hanoi,government
5511,302664296513305,"Chief Electoral Officer, Nagaland",government
5512,438671439642394,Shadowhunters,tvshow
5513,288818151198,Joint Base Lewis-McChord,government
5514,151240148401954,County of San Luis Obispo Government,government
5515,596946040405796,Bart Somers,politician
5516,846602528702246,Australian Embassy in Portugal,government
5517,1660905180833979,Parliament of Victoria,government
5518,207213322649399,US National Weather Service Elko NV,government
5519,441985845837624,Empleo y Competitividad,government
5520,1448677022018030,City of Fairbanks Fire Department,government
5521,379833415384891,NESTEA,company
5522,193209204031292,Jack Links NZ,company
5523,131664630202173,Microsoft,company
5524,116135965179713,林智堅,politician
5525,1859450307624772,Showtime At The Apollo,tvshow
5526,92090744645,Bob l'éponge,tvshow
5527,567712886701894,Lincoln Chafee,politician
5528,832628066762567,Celebrity Name Game,tvshow
5529,215523818618697,EXTANT,tvshow
5530,150317968342861,RPA,tvshow
5531,269826409709392,Up on MSNBC,tvshow
5532,278585725501267,Ron Sandack,politician
5533,331952133521238,Diners Club Italia,company
5534,203753413033815,NESCAFÉ Dolce Gusto Sverige,company
5535,1968131173400411,Petra Nicolaisen,politician
5536,130416220323676,Senator Bill Ferguson,politician
5537,122779397799781,Biuro Ochrony Rządu,government
5538,329053113827174,T.C. Atina Büyükelçiliği / Turkish Embassy Athens / Πρεσβεία Τουρκίας Αθήνα,government
5539,341883259215847,Act Against AIDS,government
5540,686033911431025,Embajada del Perú en Indonesia - Kedutaan Besar Peru,government
5541,105078596190067,Hotel Indigo,company
5542,19341852532,François Fillon,politician
5543,129843674997,Friends of BN - Barisan Nasional,politician
5544,112998582075254,HK Anderson Pretzels,company
5545,118916598153081,Zignia Live,company
5546,349452295159676,"Peter Stein, Bundestagsabgeordneter",politician
5547,199709100162943,Tim Ostermann,politician
5548,278075718909826,Aviva,company
5549,200127370051465,Pierre & Vacances,company
5550,389459041075083,Ambassade d'Allemagne à Tunis,government
5551,170502616334221,C&A,company
5552,363820649112,Ion Torrent,company
5553,123788044484500,ADGPI - Indian Army,government
5554,54513516440,Roger Matthisen,politician
5555,263332637458329,Henning Otte,politician
5556,145362578980763,FTO Cherokee,government
5557,7914733474,Skittles,company
5558,190609264426924,Weld County Government,government
5559,135213893173165,中華民國行政院,government
5560,828902563856302,Chuck Schumer D-NY,politician
5561,129309818805,Houzz,company
5562,328227120690505,Ministère du travail,government
5563,305368552898287,Viessmann,company
5564,124757034221500,Cartoon Network Danmark,tvshow
5565,106961649352639,British Embassy in Tashkent,government
5566,189837644414912,SRF Einstein,tvshow
5567,105742256259016,Campina,company
5568,314622461886410,Air Tahiti Nui,company
5569,1268361306521550,Carmen DAN,politician
5570,1039921452761051,Embajada de la República Argentina en la República Islámica de Pakistán,government
5571,142824612446173,Joe Peschisolido,politician
5572,428970577117151,FedStrive,government
5573,164685286918748,Kia Jordan,company
5574,1487410064605156,Georg Pazderski,politician
5575,989857484390379,Marc Lürbke,politician
5576,1430734627160045,China Eastern Airlines,company
5577,528764443836398,Jill Hennessy MP,politician
5578,645838208778224,Fábricas de Cultura,government
5579,911083522263720,Hillary for Iowa,politician
5580,749519435183443,Préfet de la Vendée,government
5581,464641086996469,Heuler Cruvinel,politician
5582,102785749762041,Parshottam Rupala,politician
5583,1748987905392634,Peter Habel,politician
5584,1531017587146752,Susana Corella,politician
5585,1582556448636929,NSW SES Taree City Unit,government
5586,932815056748552,"Rita Hagl-Kehl, MdB",politician
5587,90378027019,U.S. Air Forces in Europe and Air Forces Africa,government
5588,119473564762124,World Trade Organization - WTO,government
5589,1071010932932624,American Grit,tvshow
5590,67985126744,Adult Swim,company
5591,231211090395156,Julie Dzerowicz,politician
5592,263657017084590,Janete Capiberibe,politician
5593,157229607632918,Per Sandberg,politician
5594,222513610777,Flight Shop,company
5595,8727117852,Bruce Hyer,politician
5596,157611834294301,Yvette Cooper MP,politician
5597,86283468831,Bored to Death,tvshow
5598,120100478009378,NASA NEEMO,government
5599,144133758992421,Joe Donnelly,politician
5600,735357479848625,Dr Shane Reti MP,politician
5601,53184380971,Jaime Mayor Oreja,politician
5602,276844475727924,Secretaría de Turismo Colima,government
5603,495879140425782,Lenovo Bolivia,company
5604,208870609141817,SUBWAY México,company
5605,137362696323133,Samsung,company
5606,633028036739134,Andrej Plenković,politician
5607,725301007499330,David Nuttall,politician
5608,562786050523204,UK Government Wales / Llywodraeth DU Cymru.,government
5609,328289167294534,Crisis,tvshow
5610,139921799397451,Polseres Vermelles,tvshow
5611,298964276822094,Grünwald Freitagscomedy,tvshow
5612,104706599567439,Air New Zealand,company
5613,531188027079496,Consulado Argentino en Villazón,government
5614,228149393899601,رئيس الوزراء الاسرائيلي,government
5615,205551882813528,L'OCCITANE en Provence,company
5616,143798452315,Summer Splash,company
5617,151657791581,Royal Navy Recruitment,government
5618,829055227215969,Lawrence Costa MLA: Member for Arafura,politician
5619,184040112226,Bundeskriminalamt Österreich,government
5620,724192144343139,COGAT - Coordination of Government Activities in the Territories,government
5621,1430118380552292,Nutramigen Nederland,company
5622,287297257576,U.S. Army Ready and Resilient,government
5623,295244477186154,NOAA Marine Operations Center-Pacific,government
5624,123595464392813,ESET,company
5625,371738266321011,Anil Sharma,politician
5626,532411826782324,Campus France Perú,government
5627,76528042101,BNI,company
5628,417483208343670,Consulat Général de France à Annaba,government
5629,1623450341228667,Soledad Acuña,politician
5630,775012539187325,National Guard of Ukraine,government
5631,337521926165,Visit CA News,company
5632,1489843604659981,EU Science Hub - Joint Research Centre,government
5633,314818445197446,Luck,tvshow
5634,352953834815624,Jason Wood,politician
5635,299684020361,VakantieVeilingen,company
5636,1377166932590731,Australian High Commission in the United Kingdom,government
5637,110490609008782,Crocs,company
5638,346663142023192,Independent Election Commission of Afghanistan,government
5639,452218181459896,ww100,government
5640,785776348119192,Cousu Main,tvshow
5641,182638887068,dtac,company
5642,272994259386528,Andrea Leadsom MP,politician
5643,549065988617584,Hello Family,company
5644,547530398646435,Vander Loubet,politician
5645,581117105291429,A to Z,tvshow
5646,143743819137192,Fargo,tvshow
5647,291805904330780,Embassy of Canada to Algeria,government
5648,211994622247084,En TIC Confío,government
5649,338233646203055,Fique Alerta,tvshow
5650,119707851374768,4th Infantry Division,government
5651,1574631166085832,Wieland Schinnenburg,politician
5652,1504760473075891,NOAA Ship Bell M Shimada,government
5653,432933006819508,Norbert Barthle,politician
5654,142861029097653,Amazon.it,company
5655,160990270603447,USAID Southern Africa,government
5656,63762350267,Ooredoo Tunisie,company
5657,135431798974,Club Med,company
5658,131264373604543,Israel in Atlanta,government
5659,116552018378944,Fångarna på fortet,tvshow
5660,476310775717920,Grand Traverse 911,government
5661,524552507572418,Trump International Realty,company
5662,204519512935115,Tadeusz Zwiefka,politician
5663,1523978761158854,Jo Hayes MP,politician
5664,696214597157063,Cristina Tajani,politician
5665,329885883718979,Stefan Löfven,politician
5666,371566256275660,Marido en Alquiler,tvshow
5667,222330954465485,上班這黨事,tvshow
5668,136318189715663,ヤフー・ショッピング,company
5669,1417669745131729,Alcaldía Local de Fontibón,government
5670,182385198514386,Viação Cometa,company
5671,499984616800467,MasterChef Chile,tvshow
5672,236963473080534,Liow Cai Tung 廖彩彤,politician
5673,116053261893854,Axel Kicillof,politician
5674,655565874610408,Claws,tvshow
5675,252222721581095,The Cloakroom,company
5676,1509544039301358,SEXY BEASTS,tvshow
5677,627434390700275,Dawid Kostempski,politician
5678,88419746037,Pernille Rosenkrantz-Theil,politician
5679,238266015785,Harveys Furniture,company
5680,168374073311483,Sunbites Arabia,company
5681,304776446238762,Manoel Junior,politician
5682,186946888155394,"City of Tumwater, WA - Government",government
5683,225392700899588,Federal Motor Carrier Safety Administration,government
5684,125877820801285,Riigikogu,government
5685,192389264130311,Geordie Shore,tvshow
5686,121850801176841,Virgin Trains,company
5687,1651174741830670,Mais Você,tvshow
5688,203978206298390,FlySAA,company
5689,377500165619992,S-market,company
5690,277742025589018,Dew Colombia,company
5691,184906194895132,"India in Portugal (Embassy of India, Lisbon)",government
5692,394413307347229,China Southern Airlines,company
5693,551762328271013,Oikeusministeriö - Justitieministeriet,government
5694,7753384227,GEICO,company
5695,183032881758503,US National Weather Service Charleston WV,government
5696,186616934711592,Україна має талант (Ukraine's got talent),tvshow
5697,749094198460713,John McCain,politician
5698,643306859039453,Consulate General of Canada in Miami,government
5699,1395797837300016,Sören Bartol,politician
5700,314677355299127,Annette Widmann-Mauz,politician
5701,261690470580537,MetroPCS Latino,company
5702,680825728745786,Leni Breymaier,politician
5703,123924494307340,Banting Postdoctoral Fellowships,government
5704,273442685244,TUI MAGIC LIFE,company
5705,379829072355381,Senate Judiciary Committee,government
5706,338220759597377,Virgin Mobile Colombia,company
5707,461000620654915,Cheetos España,company
5708,151836301607237,Lindomar Garçon,politician
5709,109897849127240,T.C. Lyon Başkonsolosluğu,government
5710,121227657547,97th Civil Affairs Battalion (Airborne),government
5711,622023357972816,tvN 나의 영어 사춘기x영춘기,tvshow
5712,522639467888977,馬躍．比吼 Mayaw Biho,politician
5713,107076909351252,América Noticias,tvshow
5714,952979808105870,DigiLocker,government
5715,248451421913431,Australian Centre for International Agricultural Research,government
5716,121434489183,Visit Colorado,company
5717,268791813194081,L'OCCITANE en Provence,company
5718,132100470161762,Harvey Norman Ireland,company
5719,9021636963,CBC Life,tvshow
5720,242115899179364,Morris Wetland Management District,government
5721,170095843033454,Ford Deutschland,company
5722,247312965321072,NESCAFÉ Dolce Gusto Österreich,company
5723,301543139918202,Call of the Wildman,tvshow
5724,385838724767807,Will Hodgman,politician
5725,368691869813482,Disney,company
5726,773853306110337,NYPD 114 Precinct,government
5727,216424988426628,Henrik Dam Kristensen,politician
5728,230513328517,"Babies""R""Us Canada",company
5729,136552896545158,United Nations Conference on Trade and Development,government
5730,1410167955931527,Di Farmer MP,politician
5731,470378583048594,Alie & Georgia,tvshow
5732,228661333934484,Bikram Singh Majithia,politician
5733,285945154767598,Snickers Colombia,company
5734,212784932077977,dm drogerie markt Hrvatska,company
5735,974147185951131,Jacek Kozłowski,politician
5736,338714247581,Leona Aglukkaq,politician
5737,698329986850885,Jesse Norman,politician
5738,1459030337667489,Tofik Mamedov,politician
5739,182833831756200,Rockstar Energy México,company
5740,631118330282410,GNARBOX,company
5741,117420464947628,Seattle's Best Coffee,company
5742,252573094789555,Lietuvos balsas,tvshow
5743,481934168506809,Kaufland Polska,company
5744,6444958138,Debbie Wasserman Schultz,politician
5745,627244760653472,Schicksale,tvshow
5746,1531681770389953,"St. Louis Park, Minnesota Police Department",government
5747,104135119618500,ზაზა გაბუნია საქართველოს პარლამენტის წევრი / Zaza Gabunia MP,politician
5748,268483803308108,DigitalGov,government
5749,76807881169,Leicestershire Police,government
5750,255623134454073,Veli Ağbaba,politician
5751,286364464772251,Margot James,politician
5752,686573054738903,Caroline Simard,politician
5753,169207803232729,Canyon,company
5754,396276507099611,Chupa Chups,company
5755,103157219806,U.S. Embassy-Dhaka,government
5756,276865395802593,black-ish,tvshow
5757,319205621580259,Mary Macleod,politician
5758,495382880600551,Pressmans,company
5759,782139151892969,Revenue NSW,government
5760,143738922418669,dm drogerie markt Bosna i Hercegovina,company
5761,128551243891183,Instituto Nacional de Antropología e Historia,government
5762,485922908226035,UR Lärlabbet,tvshow
5763,274885549244916,1&1 Hosting Guide,company
5764,143689865708021,Ministerio de Transporte Colombia,government
5765,179549695459831,Monte le son,tvshow
5766,399906386756088,BASF,company
5767,69078343764,Peter Simon,politician
5768,6820348410,Kirsten Gillibrand,politician
5769,245680288776699,buybuy BABY,company
5770,481606878577149,Shinjiro Koizumi,politician
5771,445142002188801,Andrea Jenkyns,politician
5772,167960527365,Twin Peaks Restaurants,company
5773,927205870682630,Reinhold  Mitterlehner,politician
5774,269593489719815,"City of Sarasota, Government",government
5775,101988643193353,Neil Cavuto,tvshow
5776,198401446920716,TWIX Italia,company
5777,248010795401744,MaryAnn Mihychuk,politician
5778,511075682370070,Secretaría de Seguridad y Defensa Nacional del Perú,government
5779,162380857880,ING-DiBa,company
5780,1403651433185821,Ken O'Dowd MP,politician
5781,179562565419554,Samsung,company
5782,332462703141,Karilyn Bonilla,politician
5783,1453037244924457,Lars Adaktusson,politician
5784,362349606322,Superama México,company
5785,1460723714179630,Penny Wong - Senator for SA,politician
5786,668823956526400,Fábio Mitidieri,politician
5787,149159521763892,עיריית תל-אביב-יפו,government
5788,154570404606299,עמיר פרץ Amir Peretz,politician
5789,9955459643,College Hill,tvshow
5790,45242794557,Álvaro Uribe Vélez,politician
5791,143379055723073,Beatrice Lorenzin,politician
5792,167413170756,Karima Delli,politician
5793,1224700450878902,trivago,company
5794,336014953169478,Friends With Better Lives,tvshow
5795,981195631909269,Stuart McDonald MP,politician
5796,251846931530314,C&A,company
5797,1526178287600208,Outback Adventures with Tim Faulkner,tvshow
5798,235818219815507,M&M's UK,company
5799,171601117783,Kelly O'Dwyer,politician
5800,324836606552,National Center for Health Statistics,government
5801,1427733054177884,微笑香蕉-黃香菽,politician
5802,1479248875700833,Peace Corps Jamaica,government
5803,360029504099,Austrijski kulturni forum Zagreb / Österreichisches Kulturforum Zagreb,government
5804,194726700597869,Pasapalabra,tvshow
5805,397397420360311,Anifah Aman,politician
5806,125737184135956,Toys R Us UK,company
5807,192600677433983,Ministère de l'Intérieur - Tunisie,government
5808,461435797258881,Consulate General of Belgium in Atlanta,government
5809,152534811624066,Bacelar,politician
5810,869484053086856,Amazonビデオ（アマゾン ビデオ）,company
5811,311331275621002,Linio,company
5812,203702946316939,"India in Germany (Consulate General of India, Munich)",government
5813,367719246742157,Canada in the Bahamas,government
5814,222309751119981,CFE Nacional,government
5815,139709072017,XIII La Série,tvshow
5816,1774368136184466,Pavel Popescu,politician
5817,406394369426068,Thug Kitchen,company
5818,102142909825686,Unilever Careers,company
5819,232121346835096,Baby Daddy,tvshow
5820,112559248786074,Giros,tvshow
5821,445552625533596,Lothar Binding,politician
5822,108559879193246,NASA Technology,government
5823,508237152531909,Comisión de Alto Nivel Anticorrupción - CAN,government
5824,1831908787045024,Siemtje Möller MdB,politician
5825,421679341322913,HOOQ,company
5826,845091425629640,Embassy of Switzerland in Nairobi,government
5827,259244660777075,Barclays UK,company
5828,87490183861,John Dingell,politician
5829,146774245917366,German Embassy Gaborone,government
5830,107356516008633,Corporación Nasa Kiwe,government
5831,410309619040956,Anthony Bourdain: Parts Unknown,tvshow
5832,259405767459520,Potbelly Sandwich Shop Middle East,company
5833,368927573230278,Easy,company
5834,150237430472,In Treatment,tvshow
5835,58140803787,Lars Løkke Rasmussen,politician
5836,173722629784271,NYPD 10th Precinct,government
5837,138308182859896,"City of Fontana, CA - City Government",government
5838,222215041139410,"India in Maldives (Embassy of India, Malé)",government
5839,298398717018170,Mark Lancaster,politician
5840,131240968916,Cathay Pacific Airways,company
5841,1534783433491163,ELLE Boutique,company
5842,502342456525532,Table Table Pub Restaurants,company
5843,108364629181361,USAID/Georgia,government
5844,989620351091427,Tim Wilson - Federal Liberal Member for Goldstein,politician
5845,134284926599908,L'OCCITANE en Provence,company
5846,147709575912,Perugina,company
5847,108169582559977,USAG Bamberg - Warner Barracks,government
5848,274102972728043,Matt Keogh,politician
5849,141819225850615,Microsoft Developer,company
5850,322356904477438,State of the Nation with Jessica Soho,tvshow
5851,1457645801194241,Hello Goodbye Canada,tvshow
5852,313950885331714,Michael Ferguson,politician
5853,128264413856523,HBO True Blood Brasil,tvshow
5854,325228170920721,Laura Boldrini,politician
5855,132487270122267,Inside NASA HQ,government
5856,1574163019478490,City of Walla Walla Government,government
5857,170109086352159,ESET,company
5858,15576613667,Fringe,tvshow
5859,185885358113573,Richard Mardo,politician
5860,180075038851878,맥도날드 (McDonald's),company
5861,763768933663534,Clare Curran for Dunedin South,politician
5862,1627976910848818,Astrid Rössler,politician
5863,1529078100746377,Ministerul Mediului - România,government
5864,324070087738168,Matthew Offord,politician
5865,62117790523,John Kaye,politician
5866,198610193494849,Parlamentul Republicii Moldova,government
5867,161315350594368,UK in Tajikistan,government
5868,233912413386168,Todo el mundo es bueno,tvshow
5869,639605909439300,MITA,government
5870,281624508711751,Jacqui Lambie,politician
5871,988722514510665,Lisa O'Malley MLA,politician
5872,179474975441738,ICETEX,government
5873,6788957003,"Ministry of Education, Singapore",government
5874,246973940556,Witness - Al Jazeera,tvshow
5875,101880366515025,Groupon,company
5876,141691667282,Privalia,company
5877,1648869778670423,Marine Brenier,politician
5878,149614155088732,e-Democracia,government
5879,192091124220766,Kaiserslautern Soldier for Life - Transition Assistance Program,government
5880,25697207138,Peter Pan Peanut Butter,company
5881,35524526947,Declan J. O'Scanlon Jr.,politician
5882,280305608835944,U.S. Coast Guard Station Manistee,government
5883,149507065070444,Alejandra Barrales,politician
5884,156795077692221,Tassimo,company
5885,727420710634355,El CHANA Uruguay,company
5886,139034589545337,Lindmo - NRK,tvshow
5887,128258163884925,Land Rover,company
5888,337439572863,klarmobil.de,company
5889,324082681136000,Ministerpräsident Stephan Weil,politician
5890,90229869376,Sainsbury's,company
5891,202626512363,U.S. Census Bureau,government
5892,201712159900555,Illinois Health Information Exchange Authority,government
5893,127874770617229,Eat St.,tvshow
5894,170060426396558,Bravo Company 1-81 AR Trainee Page,government
5895,110922777487,Dr. Thomas Feist,politician
5896,64137347984,Air Combat Command,government
5897,234549363601,Indiana Guardsman,government
5898,301431229924244,El Ezaby Pharmacy,company
5899,191561217557399,Enda Kenny,politician
5900,692639394186136,"Thüringer Ministerium für Migration, Justiz und Verbraucherschutz",government
5901,1518690448393113,Jo Churchill,politician
5902,479042895558058,Last Week Tonight with John Oliver,tvshow
5903,125797119472,Christian R.M. Lucks,politician
5904,1223097001132963,Embajada de Suiza en Guatemala,government
5905,167919476556712,Volkswagen,company
5906,203575543022507,Bundestagsabgeordnete Dietlind Tiemann,politician
5907,272717071280,BlaBlaCar,company
5908,204251546272690,Felipe Bornier,politician
5909,792235577459640,Sebastiaan den Bak,politician
5910,169481846408122,"Luke AFB, Arizona-56th Fighter Wing",government
5911,165510293504955,Mako Boats,company
5912,37769855932,O'boy,company
5913,1070189742998463,Triny Vaca,politician
5914,503388519709746,SHARK Energy,company
5915,267654926582726,ASICS,company
5916,198276680205255,Luiza Erundina,politician
5917,70158664648,Cecilia Lonning-Skovgaard,politician
5918,319060001742,America's Navy,government
5919,213351998699000,"Town of Erie, Colorado - Government",government
5920,715813228463058,New Zealand High Commission in Samoa,government
5921,105536222854307,Steeve Briois,politician
5922,282600341849050,Marella Cruises,company
5923,345314058912732,Tim Pallas,politician
5924,196361339869,R+V24,company
5925,172408619484128,Dish Nation,tvshow
5926,411570065589218,Davenport Police Department,government
5927,191808677561316,"Ministerul Agriculturii, Dezvoltării Regionale şi Mediului",government
5928,149979991720935,Gratiela Gavrilescu,politician
5929,1578931835519981,Bundeskanzleramt Österreich,government
5930,303767972323,Brunswick County Health and Human Services,government
5931,141612225858387,USFWS Tribal Programs,government
5932,7766361077,Nicolas Sarkozy,politician
5933,111873023565,Air Tahiti Nui,company
5934,224865767539711,Vocea Romaniei,tvshow
5935,349605455086592,Cracked,tvshow
5936,383406765065217,Disney Pixar,company
5937,199985133470728,RAF Reserves,government
5938,623582071112714,U.S. Forest Service - Wallowa Whitman National Forest,government
5939,302192389866509,evian,company
5940,1441586412798994,Gouvernement Monaco,government
5941,102471749813268,Rytteriet - DR2,tvshow
5942,532962446729390,Australian Families,government
5943,133663339987991,16th Sustainment Brigade,government
5944,355853417792536,Gérard Deprez / Député européen du groupe ADLE,politician
5945,608278342616098,Marc Tanguay,politician
5946,311595228873763,28 minutes,tvshow
5947,899191566779430,Ministério do Planejamento,government
5948,164824846910503,The Chew,tvshow
5949,541298852709419,"Ministry of Agriculture, Forestry and Fisheries of JAPAN",government
5950,233339460011052,MBC News - MBC أخبار,tvshow
5951,256807091127344,New York Department of State,government
5952,251278279733,U.S. Army Marksmanship Unit,government
5953,545030908888118,NSW SES Murray Region,government
5954,273652189316151,Durex,company
5955,121833001206841,Mandiri Fiesta,company
5956,504954209584189,Sylvain Berrios,politician
5957,155526387811390,T-Mobile NL,company
5958,191552697549891,ThinkTank,tvshow
5959,193461920678980,MCM,company
5960,321474347885714,Ernesto Ruffo Appel,politician
5961,247754585312097,Lidia Geringer de Oedenberg,politician
5962,298030170391625,Ulli Nissen,politician
5963,100160987153482,Markus Kurth MdB,politician
5964,186598388089932,Bugaboo,company
5965,277515224144,Julie's Organic Ice Cream,company
5966,235417789915320,Bureau County EMA,government
5967,222766331085910,Jutta Krellmann,politician
5968,38326584416,Carol Hughes,politician
5969,220885381366881,للقصة بقية,tvshow
5970,665524006871228,江聰淵,politician
5971,108302495859818,הבורר,tvshow
5972,216115535066642,CJ,company
5973,157837706351,Canyon,company
5974,147724765250673,Súper Selectos,company
5975,708176772547698,Préfet de la Moselle,government
5976,233015623435383,Estee Lauder Hong Kong,company
5977,163379767035001,"Ambasciata di Finlandia a Roma; Suomen suurlähetystö, Rooma",government
5978,598356233569407,AM Joy on MSNBC,tvshow
5979,300407250109570,POWERADE ESPAÑA,company
5980,140379089683587,Representative Beau Matthew LaFave,politician
5981,109631772443781,UK in Libya,government
5982,151478384936070,Essex Police,government
5983,186612874691719,鄭正鈐,politician
5984,122213587829902,"US Army Recruiting Company, Baton Rouge",government
