id,name,ml_target
9541,ReedSun,0
9542,robertogyn19,0
9543,akasham67,0
9544,joelthchao,1
9545,achmiral,0
9546,Hanggi,0
9547,Bogdan-Lyashenko,0
9548,liyupi,0
9549,007jedgar,0
9550,erichseamon,1
9551,jiangzhongkai,1
9552,actank,0
9553,avelino,0
9554,jaeseokjeong,1
9555,itsazzad,0
9556,hovax,0
9557,11380824,1
9558,light24bulbs,0
9559,njfritter,1
9560,kksevta,0
9561,hungaikev,0
9562,qingguoing,0
9563,Dragod,0
9564,riccardotommasini,1
9565,Muchwat,0
9566,markhker,0
9567,kohlmannj,0
9568,Junhui-UMSI,0
9569,Raniazy,0
9570,ian13456,1
9571,brycexu,1
9572,SnailPJW,0
9573,luisorozoli,0
9574,sangwoomo,1
9575,arshbot,0
9576,justforlxz,0
9577,anjia0532,0
9578,thomasdola,0
9579,PunitGr,0
9580,Lakret,0
9581,Perlmint,0
9582,DanielAndreasen,0
9583,kevinjosue2326,1
9584,rizowski,0
9585,aawuley,1
9586,januridp,0
9587,atayahmet,0
9588,jiahui-z,0
9589,AudunVN,0
9590,MateusZitelli,0
9591,pepaar,0
9592,franckverrot,0
9593,mirucon,0
9594,karthikb351,0
9595,mkabilov,1
9596,24suixinsuoyu,0
9597,ian-schu,0
9598,RobertoGonzalez,0
9599,omniscient,0
9600,sauware,0
9601,RobinHossain,0
9602,florapdx,0
9603,mdagost,0
9604,Alvadorn,0
9605,qinnnnnnnn,0
9606,backtrackbaba,0
9607,aaronoah,0
9608,BBleae,0
9609,HDVinnie,0
9610,denisding,0
9611,oguzzkilic,0
9612,bollu,1
9613,kumar-akshay324,1
9614,priancho,1
9615,Rhotimee,0
9616,blitu12345,1
9617,0xFireball,0
9618,e2kaneko,0
9619,onx2,0
9620,gbbr,0
9621,ReneeVandervelde,0
9622,jacobmischka,0
9623,rsylvian,0
9624,calaca,0
9625,joseangel-sc,1
9626,chrispappas,0
9627,D-Roberts,1
9628,bearzk,0
9629,paintdream,1
9630,Shijir,0
9631,derek-duncan,0
9632,Nemoden,0
9633,Ocramius,0
9634,srikanthpagadala,1
9635,DovAmir,0
9636,YaLunDong,1
9637,awkwardusername,0
9638,eduardofg87,0
9639,Mariusmarten,1
9640,furf,0
9641,stecaron,1
9642,maskzh,0
9643,CarlosCondor,0
9644,ryanfeng,0
9645,tcr,0
9646,BobWalsh,0
9647,hivandu,0
9648,Gemicat,0
9649,omerzach,0
9650,ndbroadbent,0
9651,Jiajie-Mei,1
9652,kwonmha,1
9653,jessdaubner,1
9654,rockinbinbin,0
9655,qifanaliceyang,1
9656,luisdalmolin,0
9657,ispdnn,1
9658,jrvlima,0
9659,anthonymorast,1
9660,es5es5,0
9661,jezhou,1
9662,WrRan,0
9663,pedbarros,0
9664,gustavosotnas,0
9665,HiroIshikawa,0
9666,HenryLansang,0
9667,tathagatnawadia,1
9668,diaosj,0
9669,riturajkaushik,1
9670,collinstevens,1
9671,peterson3,0
9672,palanceli,1
9673,crazykun,0
9674,josueochoa,0
9675,oSimonXiaOo,1
9676,erwinwahyura,0
9677,song940,0
9678,patrickod,0
9679,danielstpaul,0
9680,michniewicz,1
9681,GnaneshKunal,1
9682,Samhanx,0
9683,liyemei,1
9684,fedecaccia,1
9685,perplexes,0
9686,maciej-zywno,1
9687,emilmork,0
9688,gillesdemey,0
9689,Yaccc,0
9690,Nasaakaa,0
9691,liejiayong,0
9692,naijab,0
9693,Tyraelone,0
9694,dvinciguerra,0
9695,cham11ng,0
9696,alchemz,1
9697,sandeshdamkondwar,0
9698,FabianTerhorst,0
9699,mvid,0
9700,halfdanrump,1
9701,alessandrodias,0
9702,Intellicode,0
9703,bruunoromero,0
9704,codelibra,1
9705,SaraJo,0
9706,Michaeljian,1
9707,skorasaurus,0
9708,lcyan,0
9709,9chu,0
9710,shenoudab,0
9711,lunaroja,0
9712,MacsDickinson,0
9713,poodarchu,0
9714,kudapara,0
9715,ZengChen94,1
9716,swapnil96,1
9717,Ramshackle-Jamathon,0
9718,romanitalian,0
9719,dynamicguy,0
9720,adrianosilvavianna,0
9721,tigerneil,0
9722,rmm5t,0
9723,dalazaro,0
9724,mcloide,0
9725,gmftbyGMFTBY,1
9726,ademar,0
9727,hyper0x,0
9728,barrylachapelle,0
9729,amutu,0
9730,alexfernandez,0
9731,4096void,0
9732,kcavagnolo,1
9733,MiceLiD,0
9734,JamesNimlos,0
9735,edgar4,0
9736,daveredrum,1
9737,jasonjb82,1
9738,CoderPat,1
9739,huangwenming,0
9740,AngusMonroe,1
9741,sjmatta,1
9742,mexpolk,0
9743,NickKartha,0
9744,guidorice,0
9745,leeir,0
9746,samehamin,1
9747,betatim,1
9748,mahnerak,0
9749,murphymatt,1
9750,kanenas,0
9751,sendtion,0
9752,demidovakatya,0
9753,davidmsibley,0
9754,avikj,0
9755,miqianmimi,1
9756,agasigp,0
9757,abhiskk,1
9758,filipesilvaa,0
9759,james-prado,0
9760,fsrocha-dev,0
9761,chenshenhai,0
9762,Judoka4662,0
9763,lalomts,0
9764,lschuermann,0
9765,chrisbrady,0
9766,allenwong,0
9767,johncalistro,0
9768,ajzeigert,0
9769,matheustguimaraes,1
9770,nullbio,1
9771,joao-parana,0
9772,Tutorgaming,1
9773,brodenbeck,0
9774,romansavrulin,0
9775,amrigo,0
9776,jczzq,0
9777,plusjade,0
9778,asbjorn,0
9779,KemalEmirhan,0
9780,matiasinsaurralde,0
9781,davidsivocha,0
9782,oteroweb,0
9783,PrashanthSuriyanarayanan,0
9784,bobby569,0
9785,makeclan,0
9786,TomHoss,0
9787,rahulkumaran,0
9788,arthurazs,1
9789,relign,0
9790,KrisCheng,0
9791,bipin000,0
9792,SadiqUltra,0
9793,phoenixg,0
9794,AuspeXeu,0
9795,dargaCode,0
9796,Asgator,0
9797,Gorniv,0
9798,gkatsev,0
9799,DanielMSchmidt,0
9800,relaxcoredev,0
9801,pascalgagneur,0
9802,banterweb,0
9803,BasilArackal,0
9804,aditya7iyengar,1
9805,miccpalmer,0
9806,rafaelkendrik,0
9807,spidergears,1
9808,malsf21,0
9809,Marcos-Costa,0
9810,mazicwong,1
9811,luanorlandi,0
9812,Skykai521,0
9813,flybayer,0
9814,linmx0130,0
9815,bvasilop,0
9816,CharlesNaylor,1
9817,tiagomartinho,0
9818,Spriz,0
9819,strawb3rryx7,0
9820,m8urnett,0
9821,duboff,0
9822,adiroiban,0
9823,olpeh,0
9824,chibani,0
9825,CN-Tower,0
9826,5hirish,0
9827,teepluss,0
9828,byronrode,0
9829,ike35,1
9830,esigler,1
9831,ekntrtmz,0
9832,TakenPilot,0
9833,deepakkoirala,0
9834,leereilly,0
9835,thoas,0
9836,MouadBH,0
9837,BrianGenisio,0
9838,manoj1995madushanka,1
9839,Rajkumarmagar,0
9840,mujjingun,1
9841,fokion,0
9842,ddnode,0
9843,Dekken,1
9844,jasonzhao0307,1
9845,Nanyte25,0
9846,ninedreams,1
9847,davidgatti,0
9848,ASMlover,0
9849,M16,0
9850,colonelpopcorn,0
9851,basdog22,0
9852,fprochazka,0
9853,ahester57,0
9854,Aniruddha-Tapas,1
9855,b4dnewz,0
9856,YongWookHa,1
9857,linzeqipku,1
9858,plant99,1
9859,hnryjms,0
9860,HiGregory,1
9861,codlife,1
9862,CoderMaggie,0
9863,leekad,0
9864,Douglas-Marques,0
9865,BruceWangNo1,0
9866,brzyang,0
9867,surafelml,1
9868,mrmorais,0
9869,padi,0
9870,nobodyiam,0
9871,amirfrsd,1
9872,JimmyDaSilva,1
9873,Michal-lis,1
9874,amansulaiman,1
9875,chuanfe,0
9876,jpuri,0
9877,gkjohnson,1
9878,AakashSYadav,1
9879,royalmitten,0
9880,codyaverett,0
9881,1021683053,0
9882,themucha,0
9883,raisezhang,0
9884,kong36088,0
9885,jkulak,0
9886,jonathan-g,1
9887,AshV,0
9888,VieVie31,1
9889,emilpetkov,0
9890,arajkumar,0
9891,calee0219,0
9892,nvminhtu,0
9893,rennan,0
9894,patosullivan,0
9895,hank9cao,1
9896,Otann,0
9897,aleksraiden,0
9898,Ekta3012,0
9899,fakande,0
9900,9262981,0
9901,inonjs,0
9902,ptomasroos,0
9903,deneuv34,0
9904,snaigle,0
9905,ottosichert,0
9906,iltercengiz,0
9907,lzwjava,0
9908,adunkman,0
9909,fullstackman,0
9910,nanhupatar,0
9911,hellolwq,0
9912,kadriyedogan,0
9913,ricardo-0x07,0
9914,SailCPU,1
9915,krutikabapat,1
9916,JCly-rikiu,1
9917,BouncyElf,0
9918,arunitgupta,1
9919,Damao,0
9920,lzhbrian,1
9921,roblarsen,0
9922,teemak,0
9923,ksdme,0
9924,amrtaher1234,1
9925,neksa,0
9926,hxl9654,1
9927,davidtran641,1
9928,ammarfaizi2,0
9929,lcamposgarrido,1
9930,feifeibear,1
9931,mariosant,0
9932,Marvinsky,1
9933,mzdr,0
9934,cheekujodhpur,1
9935,kagaya85,0
9936,hrbrmstr,0
9937,ZloeSabo,0
9938,ChrisWiles,0
9939,prohf,1
9940,leonelhrp,0
9941,steobrien,0
9942,int3rlop3r,0
9943,ChanMo,0
9944,gcmatos,1
9945,lcddhr,0
9946,glitchtank,0
9947,lionrock,0
9948,connormakh,0
9949,firatoltulu,0
9950,ggoomggoo,0
9951,fengxiaoyue,0
9952,fk2000,0
9953,masterrco,1
9954,mengjiaqi,0
9955,TimothyGu,0
9956,Aturan,0
9957,naodai,0
9958,SilvaEmerson,0
9959,omarduarte,0
9960,cgsmith,0
9961,hq5544,0
9962,kalperen,1
9963,huli,1
9964,dpetzold,0
9965,mfiels,0
9966,pkraison,1
9967,Entropy-xcy,1
9968,tech4GT,0
9969,andybb,0
9970,sshleifer,1
9971,mrkfn,0
9972,roshni-b,1
9973,jgmcelwain,0
9974,Ghitu,0
9975,midorikocak,0
9976,saschb2b,0
9977,gauravds,0
9978,guilnorth,0
9979,ondrejba,1
9980,NeerajSarwan,1
9981,Pines-Cheng,0
9982,ahsio,0
9983,MatheusFreitag,1
9984,onyxfish,0
9985,JeffShomali,0
9986,mdeggies,0
9987,TatsuyaShirakawa,1
9988,liuzuil,0
9989,Shard,0
9990,allanguys,0
9991,lovygit,1
9992,mariusv,0
9993,emmetdel,0
9994,avilano,0
9995,janakhpon,0
9996,denpalrius,0
9997,lijunjieone,0
9998,leocvml,1
9999,ArsalaBangash,1
10000,ratul0,0
10001,ronenhamias,0
10002,scriptnull,0
10003,firatyenidunya,1
10004,nickethier,0
10005,rlvdx,0
10006,Sikurity,1
10007,greatabel,0
10008,thousight,0
10009,LogansUA,0
10010,shupiankuaile,1
10011,omgannie,0
10012,RickCogley,0
10013,jyzhang-bjtu,1
10014,OTL,1
10015,jacquestardie,0
10016,lesterchan,0
10017,dahnielkim,0
10018,kunalkamble,0
10019,ivanpp,1
10020,argenisleon,0
10021,marcosvlima,0
10022,ShawnBIT,1
10023,15307130116,1
10024,kristijanbambir,0
10025,digitarald,0
10026,danielwaltz,0
10027,Xin-Zheng,0
10028,592692070,1
10029,1033020837,1
10030,frontend-3,0
10031,lulalachen,0
10032,HemingTai,0
10033,grodrigues3,1
10034,qcoreteam,0
10035,gongshw,0
10036,dotproto,0
10037,girlslearningcodeyul,0
10038,JohanMa4,0
10039,alexchicn,0
10040,Yogurtla,1
10041,quanshengwu,0
10042,lucasltv,0
10043,krishna2nd,0
10044,gamingumar,0
10045,TracyNgot,0
10046,JoyeBright,0
10047,igor-alexandrov,0
10048,gangiman,1
10049,nocity,1
10050,ScottONeal,0
10051,RikieriSartor,0
10052,ialhamad,0
10053,ashwin31,0
10054,lucasrafagnin,1
10055,munizeverton,0
10056,hongyu315,1
10057,coderkevin,0
10058,tarunbatra,0
10059,aM3z,1
10060,nduas77,1
10061,chrismetcalf,0
10062,evisoft,0
10063,fixe,0
10064,lemchen,0
10065,mattiasj,0
10066,phraniiac,1
10067,carlos8f,0
10068,iFiring,0
10069,IrinaMax,1
10070,Wbrta,1
10071,DylanPiercey,0
10072,saylestyler,0
10073,4074,0
10074,blueandhack,0
10075,FabioLanzi,1
10076,burkaydurdu,0
10077,linfaimom,0
10078,Vishesh-Gupta,1
10079,KingJA,0
10080,indrajithbandara,0
10081,hiroppy,0
10082,tanklin,0
10083,JasonZHM,1
10084,Dohxis,0
10085,WarpPrism,0
10086,Origheart,0
10087,davidalves1,0
10088,lauro-cesar,1
10089,slonoed,0
10090,mlpassos,0
10091,arzola,0
10092,shadowwalker,0
10093,chuckreynolds,0
10094,opyate,0
10095,sharpred,0
10096,leandro-almeida,0
10097,leyiwang,1
10098,kuhel,0
10099,mofhu,1
10100,lmangani,0
10101,ofek,0
10102,justinushermawan,0
10103,firefly1126,0
10104,patotoma,0
10105,ngo275,0
10106,StefanoCecere,0
10107,Seancheey,1
10108,Mensyne,1
10109,kefzce,0
10110,ikwattro,0
10111,kazunori279,1
10112,amallia,1
10113,erlend-sh,0
10114,subhojit777,0
10115,nathanjdunn,0
10116,qbob,0
10117,hkulekci,0
10118,becxer,1
10119,harshagrwl,1
10120,sahilm,0
10121,samuelcotterall,0
10122,shenpvip,0
10123,sudohello,0
10124,slankdev,1
10125,shemul,0
10126,LenKIM,0
10127,WA9ACE,0
10128,gjlacerda,0
10129,jvgreenaway,0
10130,Kartikvenkat98,1
10131,alexfqc,0
10132,ravelmello,0
10133,lsvih,0
10134,LukeTowers,0
10135,2sin18,0
10136,albertvp,0
10137,alvis,0
10138,ro6ley,0
10139,starduliang,0
10140,avi0gaur,1
10141,NathanBWaters,0
10142,joshua-scott,0
10143,KengoTODA,0
10144,mloberg,0
10145,B2BProgrammer,0
10146,calbertts,0
10147,aminukano585,0
10148,naggie,0
10149,flairyu,0
10150,qiaoin,1
10151,davidmaneuver,0
10152,hoshinotsuyoshi,0
10153,jonotron,0
10154,Wyntau,0
10155,thak123,1
10156,Utkarshnamdeo,0
10157,MJGao,0
10158,Ivan97,0
10159,huangsam,0
10160,kschrader,0
10161,duoduo369,0
10162,martinbcg,0
10163,J2TeamNNL,0
10164,WesSouza,0
10165,rtucek,0
10166,Kento75,0
10167,agungsb,0
10168,jawahar273,0
10169,Vardiak,0
10170,ArticSeths,0
10171,localdisk,0
10172,sdli,0
10173,guivr,0
10174,jiminkk,0
10175,LawlietZe,0
10176,cjkoepke,0
10177,notus629,0
10178,adarqui,0
10179,elyor0529,0
10180,jeetgangele,1
10181,jefjabs,0
10182,michaelcarrano,0
10183,chandra10207,0
10184,j5ik2o,0
10185,jiezai-cbd,1
10186,pcgreat,1
10187,kindlychung,0
10188,gvsharma,0
10189,liuxing3169,0
10190,htigrett,1
10191,snetts,0
10192,shianqi,0
10193,sachaos,0
10194,igor-lemon,0
10195,jonpday,0
10196,1999,0
10197,MLDOliveira,0
10198,noodle-xia,0
10199,jogi,0
10200,scammo,0
10201,ajaymodi,0
10202,HevLfreis,1
10203,pytong,0
10204,madbence,0
10205,martinferianc,1
10206,kostyaev,1
10207,brunoneve,0
10208,basemkhirat,0
10209,Andrew-liu,0
10210,mikesol,0
10211,chaiyiping,1
10212,VeN,0
10213,mbukosky,0
10214,jzhang300,0
10215,Kevin170113664,0
10216,dldx,1
10217,KamelAbdelouahab,1
10218,liduanwei,0
10219,marcospereira,0
10220,lnfnunes,0
10221,DilicelSten,1
10222,D1N910,0
10223,MatthewCallis,0
10224,thanhleviet,1
10225,gaperton,0
10226,the1sky,0
10227,rookiefly,0
10228,gupuru,0
10229,algope,0
10230,johnbarrierwilson,0
10231,mariotoledo,1
10232,nivaldogmelo,1
10233,matux,1
10234,leandroagudelo189,1
10235,krasnoukhov,0
10236,gegaojian-richard,1
10237,JavierRodriguez78,0
10238,mgogoulos,0
10239,ryanstull,1
10240,praveendath92,1
10241,motyar,0
10242,paraofheaven,0
10243,thomasjo,0
10244,ilyasjabar,0
10245,BrunoQuaresma,0
10246,MicroDroid,0
10247,MD-AZMAL,0
10248,doodeec,0
10249,delong45,1
10250,rakshithvasudev,1
10251,ihaichao,0
10252,ANTON072,0
10253,bhanu13,1
10254,miscbits,0
10255,loverdeveloper,0
10256,douglaslise,0
10257,Karn,1
10258,kmui2,0
10259,Rohithzr,0
10260,rootulp,0
10261,dan-lennox,1
10262,AbhishekKumar4,1
10263,nuttapolkung,0
10264,devmohamedamr,0
10265,gcrsaldanha,0
10266,j-rewerts,0
10267,codeforgeek,0
10268,Salihan04,0
10269,codeheadshopon,1
10270,mattehicks,1
10271,VitorLuizC,0
10272,de-sh,0
10273,soyoes,1
10274,justinph,0
10275,fatihalp,0
10276,ChaitanyaPramod,0
10277,lowply,0
10278,Jack3113,0
10279,riseno,0
10280,jonatascastro12,0
10281,SaitoWu,0
10282,oogatta,0
10283,WandersonAlves,0
10284,theharveyz,0
10285,fingerskier,0
10286,AshwiniSwain,1
10287,lucidstack,0
10288,Kirshry,0
10289,skt-t1-byungi,0
10290,kyungkoo,0
10291,BookGin,1
10292,okasakihiro,0
10293,danmalarkey,0
10294,lmiguelvargasf,0
10295,OscarGodson,0
10296,saurabhkhattry,1
10297,FanhuaandLuomu,1
10298,orhanbhr,0
10299,ejalee,0
10300,engma,0
10301,BackWorld,0
10302,aliyesilkanat,1
10303,glennliu,1
10304,iaincollins,0
10305,TobiasNickel,0
10306,asakpke,0
10307,jonlunsford,0
10308,schnogz,0
10309,mokkabonna,0
10310,Surzhikov,0
10311,Alien-nick,0
10312,fno2010,0
10313,chgrivas,0
10314,Avolons,0
10315,dgyesbreghs,0
10316,KodkodGates,0
10317,alexandresaiz,0
10318,bassrock,0
10319,henrikakselsen,0
10320,godfat,0
10321,elliotlanderson,0
10322,cdcabrera,0
10323,dye784,0
10324,Michael-Gong,1
10325,Shukl,0
10326,Arka161,1
10327,cyf-gh,0
10328,JadeTao,0
10329,blixt,0
10330,tianxin1860,1
10331,buck3000,0
10332,eiriklv,0
10333,k42jc,0
10334,charlie-volpe,0
10335,seantcoyote,0
10336,E-Samuel,1
10337,qinhanmin2014,1
10338,kranthilakum,0
10339,NuarkNoir,0
10340,CJohnDesign,0
10341,happyhj,0
10342,rbqdev,0
10343,bquast,1
10344,GengGao,0
10345,bskim45,0
10346,allyson316,0
10347,juzhiyuan,0
10348,kastentx,0
10349,cameronfabbri,1
10350,djreed,0
10351,lqbilbo,0
10352,ergenekonyigit,0
10353,krig,0
10354,imingyu,0
10355,DongdongBai,1
10356,bfwg,0
10357,flaport,1
10358,HeinThuraWynnn,0
10359,mailtoharshit,0
10360,deanblackborough,0
10361,chrischien,0
10362,Kamilnaja,0
10363,patrickdevivo,0
10364,Libertual,0
10365,ahmadshah,0
10366,pronix,0
10367,maur8ino,0
10368,michalchmura,0
10369,gakaki,0
10370,luhof,0
10371,Romop5,1
10372,stefanv,1
10373,shenshanlaoyuan,1
10374,NicoleRobin,0
10375,heyoni,1
10376,hiercelik,0
10377,karminkarmen,0
10378,XiqingLiu,0
10379,shaialon,0
10380,purnomoeko,0
10381,fumengyao5544,1
10382,cgspine,0
10383,birdyboy18,0
10384,smadha,1
10385,asabaylus,0
10386,thedustin,0
10387,thonly,0
10388,PavelJurasek,0
10389,latexstudio,1
10390,Jasmine1231,1
10391,achacond,1
10392,jorgechato,0
10393,kevin-zhaoshuai,1
10394,AmrodSeregon,1
10395,GAONNR,1
10396,arapat,1
10397,Glavin001,0
10398,gurghet,0
10399,cg15,0
10400,Dougley,0
10401,ZiyueHuang,1
10402,jlevy,0
10403,terkelg,0
10404,lolafarinas,1
10405,Hskye,1
10406,idist-hn,0
10407,TigerHix,0
10408,FilipeVoges,0
10409,LiamLiang,1
10410,blessingoraz,0
10411,hiteshnayak305,0
10412,mayank-17,1
10413,Flukas88,1
10414,hv15,0
10415,stoeffel,0
10416,sikachu,0
10417,fernanDOTdo,0
10418,maximn,0
10419,theflofly,1
10420,Heeby,0
10421,Topthinking,0
10422,sathwikcm,1
10423,afief,0
10424,gyliu513,1
10425,tdgunes,1
10426,dungpt3003,1
10427,kjhealy,0
10428,ExPixel,0
10429,simplepeng,0
10430,ajccom,0
10431,dayvson,0
10432,ocorso,0
10433,7ylee,0
10434,taegon,0
10435,KenanSulayman,0
10436,gaozhidf,0
10437,TangMonk,0
10438,iamoperand,0
10439,roberttwomey,1
10440,stearruda,0
10441,eneko,0
10442,MiloCasagrande,0
10443,HyanCat,0
10444,tatsuyah,0
10445,joshmarlow,1
10446,evandrododo,0
10447,KMnP,1
10448,shineshore,1
10449,ddossot,1
10450,tilast,1
10451,nguyenquangtin,0
10452,jeraldrich,1
10453,shawlu95,1
10454,geeklive,0
10455,mrjerryli,0
10456,davglass,0
10457,akinolu52,0
10458,elijahmurray,0
10459,qiujuer,0
10460,extwiii,0
10461,autocyz,1
10462,nursnaaz,1
10463,stoplion,0
10464,gavinfish,1
10465,XilongPei,1
10466,ConsoleTVs,0
10467,christophermayfield,1
10468,navjotdhanawat,0
10469,mdelhey,1
10470,lukencode,0
10471,islamozbek,0
10472,jensechu,0
10473,niklaskorz,0
10474,joshbeitler,0
10475,RodrigoSaint,0
10476,PancakeAwesome,0
10477,Simpleyyt,0
10478,MarcioFWeb,0
10479,kaidesu,0
10480,Guactoshi,0
10481,davebarnwell,0
10482,cristofersousa,0
10483,gongeek,0
10484,DamienDoumer,1
10485,dominickp,0
10486,msasikanth,1
10487,koistya,0
10488,ShanaMaid,0
10489,sjones6,0
10490,jshamley,0
10491,WadsonGarbes,1
10492,JianLoong,0
10493,gusaiani,0
10494,akasranjan005,1
10495,lavong,1
10496,abbshr,0
10497,lionsoul2014,1
10498,juliosouzam,0
10499,kokobing,0
10500,paulbalogh,0
10501,jcinis,0
10502,rockymanobi,0
10503,ragnraok,0
10504,breuerfelix,0
10505,ranasheel2000,1
10506,Italoa2015,0
10507,sushilk1991,0
10508,gringogidget,0
10509,raykle,0
10510,r9y9,0
10511,proin,0
10512,jonathanrocher,1
10513,joeltonmats,0
10514,bankorh,0
10515,jiminycricket,0
10516,jasonwei20,1
10517,meleantonio,1
10518,ThomasGreiner,0
10519,amosbird,1
10520,ejoebstl,0
10521,kleicht,0
10522,sylvao08,1
10523,kirb,0
10524,calmandniceperson,0
10525,jackkoppa,0
10526,busyboxs,1
10527,braian125,0
10528,stone-jin,0
10529,ambikarajbadal,0
10530,kevgao,0
10531,ViniciusAugusto,0
10532,AshikNesin,0
10533,kiselev1189,1
10534,ashfanahamed,0
10535,alexandre,0
10536,Tofull,1
10537,Linell,0
10538,TaeJoongYoon,1
10539,HonestmanChen,1
10540,renestalder,0
10541,csjunxu,1
10542,omidkh68,0
10543,runc,0
10544,mateusfreira,1
10545,andrewjamesford,0
10546,Hermanya,0
10547,jojuniori,0
10548,futan,0
10549,qkdreyer,0
10550,S-Co,0
10551,jcezarms,1
10552,giosakti,0
10553,gaithoben,0
10554,frdiniz,0
10555,kleberandrade,1
10556,asadhaider,0
10557,robert-chiniquy,0
10558,chashikajw,0
10559,mopig,0
10560,Akasky70,0
10561,leblancfg,1
10562,andrewcpacifico,0
10563,shannonjen,0
10564,AmruthPillai,0
10565,emushtaq,0
10566,SuryodayBasak,1
10567,finaldie,1
10568,mcollina,0
10569,huangtao00,1
10570,alustau,0
10571,danielqsj,1
10572,Pham3n,0
10573,luizguilhermefr,0
10574,Carnival7,0
10575,serkanalgur,0
10576,michaelneale,0
10577,joseadilson,0
10578,junchenfeng,1
10579,SomeHats,0
10580,anoopms1988,0
10581,devetude,0
10582,estliberitas,0
10583,feaswcy,0
10584,huangsanshi,0
10585,RicoSuter,0
10586,leemcd56,0
10587,butchewing,0
10588,mewfree,0
10589,sunshineatnoon,1
10590,matheusportela,1
10591,ooade,0
10592,ashkanRmk,0
10593,tayfunoziserikan,0
10594,erikfig,0
10595,daimajia,0
10596,kyleludlow,0
10597,mullanaphy,0
10598,atrujillofalcon,0
10599,mwalkerwells,0
10600,mrkem598,0
10601,MaxMilton,0
10602,meikidd,0
10603,AakashMallik,1
10604,dingcang,0
10605,alex2wong,0
10606,mavidser,0
10607,gattia,1
10608,benjaminbixby,0
10609,goldsborough,1
10610,johnnysparks,0
10611,FlowingSPDG,0
10612,rodineicosta,0
10613,djinn,1
10614,quhailong,0
10615,eorroe,0
10616,mbbender,0
10617,ELD,0
10618,Emethium,0
10619,Versoo,0
10620,huybery,0
10621,haocong,0
10622,BrennanJones,0
10623,puffsun,0
10624,graycarl,0
10625,KuoHaoZeng,1
10626,hprezia,0
10627,melkir,0
10628,Dashron,0
10629,stephanvierkant,0
10630,styree,0
10631,Binlogo,0
10632,christhekeele,0
10633,jetmuffin,0
10634,romshark,0
10635,lucianlature,0
10636,rahmatcmos,0
10637,petermartigny,1
10638,hoangduchuu,1
10639,bgadrian,0
10640,mknorps,1
10641,caseyWebb,0
10642,corcoran,0
10643,boxlab,0
10644,SkouRene,0
10645,maslovw,1
10646,thanhtv2,1
10647,aelnouby,1
10648,joncodo,0
10649,GianlucaPaolocci,1
10650,ThatToti,0
10651,blogcin,1
10652,jagadeeshpalaniappan,0
10653,naunauyoh,1
10654,dewinterjack,1
10655,prp1277,0
10656,rffensick,0
10657,mpadge,1
10658,patrickmonteiro,0
10659,ndkline,0
10660,philferriere,1
10661,evanezcent,1
10662,aggarwalpulkit596,1
10663,rfviolato,0
10664,Knlsharma,1
10665,nsdevaraj,0
10666,maiordom,0
10667,davidyen1124,0
10668,KevinsBobo,1
10669,renderlife,0
10670,ridesky,0
10671,SASUKE40,0
10672,bnolens,0
10673,dwbutler,0
10674,WanNJ,1
10675,pollonium,0
10676,navonacalarco,1
10677,maichanchinh,0
10678,boddicheg,0
10679,jiyonghong,0
10680,ningxia,0
10681,leonchen83,1
10682,mathcale,0
10683,EdwardGoomba,0
10684,dengwb1991,0
10685,potato4d,0
10686,AndreaOrru,1
10687,cssoul,0
10688,hamadatakaki,0
10689,dav009,0
10690,saidbouig,0
10691,NoJsJa,0
10692,dingyi,0
10693,RayeRen,1
10694,Gulshan-gaur,1
10695,matthewhuff89,0
10696,ricgu8086,1
10697,happylin0x29a,1
10698,kostandinang,0
10699,odelrio,0
10700,adebayo-maborukoje,0
10701,RubenGuerrero,0
10702,bramwillemse,0
10703,ap229997,1
10704,mai92,0
10705,muarine,0
10706,CEOehis,0
10707,adohe,0
10708,DQ0408,1
10709,daerduoCarey,1
10710,podarok,0
10711,linsamtw,1
10712,herrmannplatz,0
10713,bytebook,0
10714,ezra-obiwale,0
10715,koringz,0
10716,CreaModZ,0
10717,owendall,0
10718,huangjiu,0
10719,mattpardee,0
10720,anglepoised,0
10721,Link913,0
10722,ddawx123,0
10723,jcanelis,0
10724,nigarcia88,1
10725,intrepidkarthi,0
10726,houssamzenati,1
10727,colin1994,1
10728,paterlinimatias,1
10729,DoisLucas,0
10730,FLHonker,1
10731,marlonfurtado,0
10732,PauloRui,1
10733,eltonlaw,1
10734,RobusGauli,0
10735,huynhpeter,0
10736,alanpcurrie,0
10737,frogoscar,0
10738,samstefan,0
10739,lijinke666,0
10740,lutfuyucel,0
10741,QuynhND,0
10742,andweeb,0
10743,kiranshahi,0
10744,chrisdemars,0
10745,noiges,0
10746,ermik,0
10747,AuroraDysis,0
10748,felipekm,0
10749,abenchi,0
10750,HaotMan,1
10751,bit1002lst,1
10752,nidhitvaishnav,1
10753,arturogutierrez,1
10754,sHilgert,0
10755,Pr0duktiv,1
10756,sauercrowd,0
10757,jangdelong,0
10758,lordstone,0
10759,theY4Kman,0
10760,frankcaron,0
10761,ljmf00,0
10762,danigosa,0
10763,goooodday,1
10764,cfsghost,0
10765,tiago-pereira,0
10766,Araraki,1
10767,jamqd,1
10768,kurechon,0
10769,chenyuanqi,0
10770,BingKui,0
10771,harkon,0
10772,abhinavralhan,0
10773,aneesv,0
10774,jg-you,1
10775,kwzm,0
10776,JJ81,0
10777,syedaraza,1
